gene_id	transcript_id(s)	3h_Sal-Brk-dark_2	3h_Sal-Brk-dark_3	3h_Sal-Brk-light_2	3h_Sal-Brk-light_3	3h_Ubi-Brk-light_2	3h_Ubi-Brk-light_3
FBgn0050414	FBtr0302316,FBtr0343204	49.00	51.00	53.00	48.00	66.00	65.00
FBgn0050416	FBtr0300955,FBtr0343205	0.00	0.00	0.00	0.00	0.00	1.00
FBgn0050417	FBtr0072041	0.00	0.00	0.00	0.00	0.00	2.00
FBgn0050418	FBtr0072263	2170.00	3041.00	2455.00	2535.00	2880.00	2590.00
FBgn0050419	FBtr0072275	4.00	5.00	2.00	6.00	3.00	1.00
FBgn0050421	FBtr0072369,FBtr0343494,FBtr0343495	2562.00	2166.00	2472.00	2362.00	2354.00	2296.00
FBgn0050423	FBtr0346609	3009.00	3804.00	3914.00	3545.00	4496.00	4219.00
FBgn0050424	FBtr0113375,FBtr0113376,FBtr0113377,FBtr0343511	37.00	52.00	42.00	46.00	37.00	36.00
FBgn0050428	FBtr0072451,FBtr0343515	436.00	456.00	476.00	500.00	334.00	343.00
FBgn0050429	FBtr0072450	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0050430	FBtr0072448,FBtr0343513	0.00	0.00	0.00	0.00	0.00	1.00
FBgn0050431	FBtr0085991	6.00	0.00	0.00	0.00	0.00	0.00
FBgn0050432	FBtr0307499	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0050438	FBtr0086067,FBtr0086068,FBtr0086069,FBtr0086070,FBtr0335263	8.00	30.00	48.00	21.00	37.00	67.00
FBgn0050440	FBtr0086076	3395.00	3012.00	4646.00	3854.00	4794.00	5028.00
FBgn0050441	FBtr0299872	0.00	1.00	0.00	1.00	1.00	1.00
FBgn0050443	FBtr0086109	1409.00	1410.00	1681.00	1569.00	1484.00	1519.00
FBgn0050446	FBtr0086142	0.00	1.00	0.00	1.00	4.00	1.00
FBgn0050447	FBtr0086338,FBtr0300422,FBtr0306043	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0050449	FBtr0472547	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0050452	FBtr0086449	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0050454	FBtr0086445	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0050456	FBtr0273336,FBtr0273337,FBtr0333550	20.00	13.00	17.00	14.00	31.00	24.00
FBgn0050457	FBtr0086998	4.00	2.00	1.00	10.00	34.00	4.00
FBgn0050458	FBtr0086999	0.00	0.00	0.00	0.00	1.00	2.00
FBgn0050460	FBtr0087009,FBtr0087010,FBtr0087011,FBtr0087012,FBtr0113378,FBtr0273340,FBtr0273341,FBtr0300958,FBtr0302611	249.00	195.00	416.00	209.00	364.00	490.00
FBgn0050461	FBtr0344458,FBtr0344459,FBtr0344460	0.00	0.00	2.17	0.00	1.50	1.92
FBgn0050462	FBtr0100120,FBtr0336870,FBtr0346515	0.00	0.00	3.83	2.00	1.50	5.08
FBgn0050463	FBtr0087112,FBtr0087113,FBtr0113379,FBtr0113380,FBtr0113381	1498.00	1831.00	2530.00	2076.00	2704.00	2957.00
FBgn0050464	FBtr0273344	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0050466	FBtr0087339,FBtr0340004	279.00	287.00	300.00	259.00	373.00	396.00
FBgn0050467	FBtr0087334	2005.00	2040.00	2141.00	2131.00	1898.00	1985.00
FBgn0050468	FBtr0087329	0.00	2.00	0.00	0.00	0.00	1.00
FBgn0050469	FBtr0273350	0.00	1.00	0.00	2.00	0.00	1.00
FBgn0050471	FBtr0329954	1.00	1.00	1.00	2.00	5.00	8.00
FBgn0050472	FBtr0332396	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0050476	FBtr0087439	268.00	321.00	278.00	304.00	317.00	304.00
FBgn0050479	FBtr0087479,FBtr0332468	0.00	0.00	0.00	0.00	0.00	1.00
FBgn0050480	FBtr0087478,FBtr0332466	0.00	0.00	0.00	2.00	1.00	2.00
FBgn0050481	FBtr0100285	1072.48	1084.28	992.65	1063.64	1036.43	951.49
FBgn0050484	FBtr0331382	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0050485	FBtr0087640	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0050486	FBtr0087817	37.00	67.00	45.00	58.00	28.00	36.00
FBgn0050487	FBtr0087802	0.00	0.00	0.00	0.00	1.00	0.00
FBgn0050488	FBtr0087818,FBtr0306584	64.00	104.00	59.00	70.00	39.00	55.00
FBgn0050489	FBtr0089419,FBtr0345674	7.00	8.00	2.00	2.00	7.00	6.00
FBgn0050491	FBtr0088919,FBtr0336997	522.00	509.00	524.00	569.00	676.00	609.00
FBgn0050493	FBtr0088925	481.00	531.00	476.00	538.00	479.00	493.00
FBgn0050495	FBtr0088920,FBtr0336998	155.00	162.00	164.00	164.00	218.00	219.00
FBgn0050496	FBtr0088926	1659.00	1525.00	1535.00	1554.00	1498.00	1559.00
FBgn0050499	FBtr0088954,FBtr0310025	3665.00	4165.00	4170.00	4256.00	4157.00	4284.00
FBgn0050502	FBtr0300959	0.00	0.00	1.00	0.00	3.00	0.00
FBgn0050503	FBtr0089003,FBtr0299802	72.65	161.25	203.89	151.20	225.00	188.64
FBgn0050506	FBtr0088145	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0050509	FBtr0087665	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051002	FBtr0085813	0.00	0.00	0.00	1.00	0.00	0.00
FBgn0051004	FBtr0085779,FBtr0085780,FBtr0300960,FBtr0300961,FBtr0344066	8.00	9.00	57.00	5.00	78.00	12.00
FBgn0051005	FBtr0085769,FBtr0345211	858.00	714.00	718.00	776.00	770.00	748.00
FBgn0051007	FBtr0085747	0.00	0.00	0.00	0.00	0.00	3.00
FBgn0051008	FBtr0085748	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051010	FBtr0085725,FBtr0335453	0.00	0.00	0.00	0.00	0.00	4.00
FBgn0051013	FBtr0085671	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051014	FBtr0085686	2.00	0.00	0.00	0.00	0.00	94.00
FBgn0051015	FBtr0085670	2.00	0.00	0.00	0.00	37.00	0.00
FBgn0051016	FBtr0300962,FBtr0335440	0.00	1.00	0.00	0.00	0.00	0.00
FBgn0051017	FBtr0085667	2.00	3.00	0.00	4.00	2.00	1.00
FBgn0051019	FBtr0085665,FBtr0335439	3.00	1.00	0.00	2.00	0.00	1.00
FBgn0051021	FBtr0300983	1.00	3.00	2.00	1.00	8.00	1.00
FBgn0051023	FBtr0085636	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051025	FBtr0085586,FBtr0085587	2.00	1.00	2.00	2.00	6.00	4.00
FBgn0051028	FBtr0290050	3001.00	3261.00	3751.00	3590.00	4361.00	4002.00
FBgn0051029	FBtr0085585	31.00	37.00	63.00	56.00	52.00	41.00
FBgn0051030	FBtr0085579,FBtr0110834	172.00	247.00	328.00	241.00	290.00	296.00
FBgn0051032	FBtr0085524	103.00	121.00	120.00	118.00	146.00	129.00
FBgn0051036	FBtr0085501,FBtr0345059	4.00	11.00	8.00	5.00	7.00	0.00
FBgn0051038	FBtr0085494,FBtr0085495,FBtr0085496,FBtr0085497,FBtr0085498,FBtr0333274,FBtr0333275	2514.00	2853.00	3071.00	2844.00	3103.00	3172.00
FBgn0051040	FBtr0085509	1334.00	1151.00	1459.00	1267.00	1290.00	1347.00
FBgn0051041	FBtr0085470	16.00	16.00	16.00	16.00	25.00	12.00
FBgn0051044	FBtr0085391,FBtr0303426,FBtr0303427	796.00	1239.00	1225.00	1019.00	1511.00	1543.34
FBgn0051050	FBtr0085317,FBtr0336752	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051051	FBtr0085296,FBtr0337035	29.00	37.00	77.00	48.00	76.00	94.00
FBgn0051053	FBtr0085268	2.00	0.00	2.00	3.00	6.00	1.00
FBgn0051054	FBtr0307118	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051055	FBtr0085242,FBtr0085243,FBtr0085244	0.00	0.00	0.00	0.00	0.00	5.00
FBgn0051064	FBtr0085124,FBtr0085125,FBtr0085126,FBtr0339248,FBtr0339249,FBtr0347560	1886.00	1881.00	1985.00	1986.00	2289.00	2185.00
FBgn0051065	FBtr0113383	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051068	FBtr0303569,FBtr0303570	1.00	0.00	0.00	1.00	0.00	1.00
FBgn0051070	FBtr0085086	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051071	FBtr0085087	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051072	FBtr0085097,FBtr0085099,FBtr0300939,FBtr0334310	1110.00	1211.00	1367.00	1213.00	1445.00	1362.00
FBgn0051075	FBtr0085080,FBtr0307506	4622.00	5173.00	6701.00	5793.00	6326.00	7242.00
FBgn0051076	FBtr0307505	88.00	77.00	83.00	80.00	96.00	98.00
FBgn0051077	FBtr0301977	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051080	FBtr0085032	0.00	0.00	0.00	0.00	1.00	0.00
FBgn0051081	FBtr0085033	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051084	FBtr0085007	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051086	FBtr0084989,FBtr0307341	59.00	0.00	30.77	3.00	17.00	0.00
FBgn0051087	FBtr0084855,FBtr0335233	7.00	0.00	18.00	2.00	0.00	0.00
FBgn0051088	FBtr0474098	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051089	FBtr0084942	0.00	2.00	2.00	1.00	0.00	0.00
FBgn0051091	FBtr0309041,FBtr0344119	0.00	0.00	2.00	2.00	2.00	1.00
FBgn0051092	FBtr0084927,FBtr0084928,FBtr0113384,FBtr0113385,FBtr0113386,FBtr0113387,FBtr0113388,FBtr0336451,FBtr0336452	5942.24	7185.15	8357.65	6952.11	6169.21	8053.83
FBgn0051093	FBtr0084917	0.00	0.00	0.00	0.00	0.00	2.00
FBgn0051097	FBtr0290052	2.00	0.00	0.00	0.00	0.00	0.00
FBgn0051098	FBtr0084863	345.00	212.00	232.00	233.00	211.00	211.00
FBgn0051099	FBtr0084856	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051100	FBtr0082011,FBtr0336756	62.00	59.00	51.00	64.00	66.00	66.00
FBgn0051102	FBtr0084862,FBtr0335234	2.00	0.00	6.00	3.00	0.00	0.00
FBgn0051103	FBtr0113389	265.00	249.00	252.00	294.00	284.00	263.00
FBgn0051104	FBtr0084825	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051105	FBtr0273357,FBtr0306088	8.00	14.00	7.00	13.00	4.00	3.00
FBgn0051106	FBtr0301022	1.00	3.00	3.00	0.00	2.00	11.00
FBgn0051108	FBtr0084802,FBtr0339247	1541.43	1766.44	1753.28	1582.90	1568.02	1775.49
FBgn0051109	FBtr0084791,FBtr0334506	485.00	562.00	573.00	637.00	691.00	690.00
FBgn0051111	FBtr0084790	356.00	342.00	420.00	423.00	374.00	388.00
FBgn0051115	FBtr0290053	0.00	0.00	0.00	0.00	0.00	2.00
FBgn0051116	FBtr0082526,FBtr0082527,FBtr0082528,FBtr0113391,FBtr0300622,FBtr0301023,FBtr0334891	39.00	8.00	18.00	22.00	24.00	7.00
FBgn0051118	FBtr0084736	272.16	338.72	360.55	315.18	347.51	334.62
FBgn0051119	FBtr0084734,FBtr0305045	1.00	2.00	0.00	1.00	2.00	1.00
FBgn0051121	FBtr0084723,FBtr0084724	5585.00	6412.00	7425.00	6795.00	7607.00	8202.00
FBgn0051122	FBtr0301432,FBtr0333831,FBtr0474142	4175.00	4057.00	4932.00	4421.00	4748.00	4802.00
FBgn0051125	FBtr0084665	1107.00	1176.00	1367.00	1360.00	1354.00	1289.00
FBgn0051126	FBtr0084663	728.00	823.00	711.00	769.00	765.00	682.00
FBgn0051128	FBtr0084638	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051130	FBtr0084597	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051131	FBtr0300438	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051133	FBtr0084583	544.00	532.00	535.00	543.00	579.00	616.00
FBgn0051139	FBtr0084321,FBtr0339522	0.00	1.00	5.00	2.00	5.00	0.00
FBgn0051140	FBtr0084497,FBtr0084498,FBtr0113392,FBtr0113393,FBtr0300963,FBtr0305041,FBtr0330371	223.00	186.00	194.00	185.00	178.00	241.00
FBgn0051141	FBtr0084490	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051143	FBtr0084482	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051144	FBtr0303864	2.00	1.00	0.00	4.00	2.00	3.00
FBgn0051145	FBtr0084479,FBtr0084480,FBtr0290056,FBtr0290057,FBtr0336459,FBtr0474143	21.00	17.00	18.00	29.00	10.00	24.00
FBgn0051146	FBtr0081541,FBtr0305969	74.00	31.00	63.36	48.00	34.12	53.76
FBgn0051148	FBtr0084441	5.00	0.00	4.00	0.00	0.00	1.00
FBgn0051151	FBtr0110835,FBtr0310425,FBtr0310426,FBtr0310427	9865.00	9040.00	10244.00	9797.00	9850.00	10110.00
FBgn0051155	FBtr0083137	1627.00	1567.00	1636.00	1791.00	1531.00	1457.00
FBgn0051156	FBtr0084277	1376.00	1055.00	1247.00	1200.00	1253.00	1302.00
FBgn0051157	FBtr0334518,FBtr0334519	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051158	FBtr0113395,FBtr0113396,FBtr0302187,FBtr0334559,FBtr0334560	6267.00	5413.00	6676.00	6173.00	6573.00	6728.00
FBgn0051159	FBtr0084270,FBtr0344226	841.00	764.78	772.00	748.00	847.00	738.00
FBgn0051161	FBtr0304668	17.00	22.22	30.00	26.00	13.00	24.00
FBgn0051162	FBtr0084233	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051163	FBtr0084197,FBtr0301028,FBtr0305036,FBtr0305037,FBtr0310203,FBtr0330381,FBtr0336712	7838.29	8187.33	9910.50	9427.25	9079.38	10017.33
FBgn0051164	FBtr0084193	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051165	FBtr0084222	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051166	FBtr0084223	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051167	FBtr0084232	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051174	FBtr0084154,FBtr0334879	25.00	24.00	27.00	30.00	39.00	49.00
FBgn0051176	FBtr0084114	56.00	30.00	51.00	27.00	58.00	49.00
FBgn0051183	FBtr0083187,FBtr0346151	4.00	1.00	1.00	0.00	10.00	24.00
FBgn0051184	FBtr0084505,FBtr0300648	2044.52	1922.57	1794.15	2008.63	2021.31	1718.01
FBgn0051189	FBtr0300817	0.00	0.00	1.00	2.00	1.00	0.00
FBgn0051191	FBtr0083984,FBtr0344322	2.00	5.00	2.00	9.00	9.00	8.00
FBgn0051195	FBtr0302188	15984.00	17659.00	18638.00	18746.00	20049.00	19187.00
FBgn0051198	FBtr0084128	41.00	4.00	391.00	5.00	1.00	210.00
FBgn0051199	FBtr0083930	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051200	FBtr0083929	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051201	FBtr0110837	41.00	3.00	3.00	29.00	8.00	14.00
FBgn0051202	FBtr0085510	10.00	10.00	13.00	11.00	13.00	24.00
FBgn0051204	FBtr0085814	0.00	0.00	0.00	0.00	0.00	2.00
FBgn0051205	FBtr0300451,FBtr0346092	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051206	FBtr0083875,FBtr0334557	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051207	FBtr0084044	9.00	20.00	7.00	34.00	8.00	9.00
FBgn0051211	FBtr0082479,FBtr0082480,FBtr0082481	6665.00	8194.00	8678.00	7853.00	10269.00	10891.00
FBgn0051213	FBtr0335241,FBtr0335242	0.00	3.00	0.00	0.00	0.00	1.00
FBgn0051215	FBtr0083793	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051216	FBtr0083786,FBtr0335415	730.00	728.00	654.00	766.00	782.00	703.00
FBgn0051217	FBtr0083353	3001.00	4348.00	5149.00	4538.00	5756.00	5940.00
FBgn0051219	FBtr0113400	0.00	0.00	0.00	0.00	0.00	1.00
FBgn0051220	FBtr0302358	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051221	FBtr0083762,FBtr0083763,FBtr0330030	4.00	20.00	14.00	9.00	18.00	31.00
FBgn0051223	FBtr0475019	1064.00	994.00	1030.00	1088.00	1120.00	1054.00
FBgn0051224	FBtr0083691,FBtr0344326,FBtr0344327	6088.00	5549.00	6843.00	6239.00	6129.00	6968.00
FBgn0051225	FBtr0290293	0.00	0.00	0.00	0.00	4.00	8.00
FBgn0051226	FBtr0083675,FBtr0083676	0.00	0.00	0.00	0.00	0.00	8.00
FBgn0051228	FBtr0083693	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051229	FBtr0083663	934.00	1093.00	1200.00	1105.00	1316.00	1317.00
FBgn0051230	FBtr0083666	10.00	6.00	10.00	6.00	5.00	9.00
FBgn0051231	FBtr0083662	2.00	10.00	3.00	2.00	5.00	3.00
FBgn0051233	FBtr0084127,FBtr0346732	58.00	0.00	294.00	1.00	1.00	58.00
FBgn0051242	FBtr0083544	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051244	FBtr0083772	13.00	4.00	3.00	11.00	9.00	7.00
FBgn0051245	FBtr0083773	3.00	3.00	7.00	4.00	10.00	16.00
FBgn0051248	FBtr0081564,FBtr0334669	16.00	14.00	11.00	15.00	15.00	18.00
FBgn0051249	FBtr0083483	1194.00	1298.00	1353.00	1406.00	1198.00	1347.00
FBgn0051251	FBtr0083484	532.00	566.00	575.00	592.00	617.00	573.00
FBgn0051253	FBtr0085263	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051259	FBtr0081871,FBtr0344341	1.00	0.00	1.00	0.00	10.00	2.00
FBgn0051262	FBtr0300053,FBtr0300361,FBtr0302852,FBtr0302853	97.00	96.00	88.00	92.00	61.00	35.00
FBgn0051265	FBtr0083402	0.00	0.00	0.00	0.00	0.00	1.00
FBgn0051266	FBtr0300060	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051267	FBtr0083404	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051268	FBtr0083390,FBtr0307190	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051269	FBtr0113401	0.00	1.00	2.00	0.00	0.00	0.00
FBgn0051272	FBtr0082312	0.00	1.00	0.00	0.00	0.00	24.00
FBgn0051274	FBtr0083369	0.00	0.00	0.00	17.00	0.00	0.00
FBgn0051278	FBtr0082319,FBtr0344138	405.00	393.00	424.00	426.00	452.00	389.00
FBgn0051279	FBtr0301433,FBtr0301434,FBtr0310428,FBtr0310429,FBtr0337013,FBtr0337014	7.00	6.00	5.00	8.00	4.00	14.00
FBgn0051281	FBtr0084339,FBtr0310110	0.00	0.00	0.00	0.00	0.00	1.00
FBgn0051282	FBtr0083285	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051286	FBtr0081682	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051287	FBtr0083256,FBtr0345259	0.00	0.00	0.00	5.00	2.00	0.00
FBgn0051288	FBtr0084860	3.00	0.00	8.00	0.00	0.00	4.00
FBgn0051292	FBtr0304144,FBtr0345275	22.08	0.00	16.37	13.39	15.54	5.61
FBgn0051294	FBtr0083198	0.00	0.00	0.00	0.00	0.00	6.00
FBgn0051296	FBtr0083155,FBtr0334558	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051300	FBtr0084824	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051301	FBtr0083087	4592.00	5052.00	4733.00	5144.00	5119.00	4588.00
FBgn0051313	FBtr0082982,FBtr0334960,FBtr0334961	258.00	51.00	39.00	150.00	69.00	18.00
FBgn0051320	FBtr0082943	1140.00	966.00	1276.00	1189.00	1018.00	1163.00
FBgn0051321	FBtr0082926	24.00	12.00	12.00	65.00	24.00	7.00
FBgn0051323	FBtr0084988,FBtr0307339	0.00	2.00	2.23	1.00	1.00	0.00
FBgn0051324	FBtr0084985,FBtr0333925,FBtr0333926	31.00	25.00	35.00	22.00	36.00	30.00
FBgn0051326	FBtr0082901	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051327	FBtr0082904	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051331	FBtr0082836	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051333	FBtr0083977	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051334	FBtr0083976	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051337	FBtr0082790	11.00	13.00	18.00	11.00	30.00	26.00
FBgn0051342	FBtr0113403,FBtr0113404	7876.00	6244.00	8566.00	7661.00	8358.00	8568.00
FBgn0051343	FBtr0084126	1.00	0.00	24.00	0.00	0.00	0.00
FBgn0051344	FBtr0083136	1016.00	1194.00	963.00	1115.00	1040.00	923.00
FBgn0051345	FBtr0082689	0.00	0.00	0.00	0.00	0.00	1.00
FBgn0051347	FBtr0082664	0.00	0.00	0.00	0.00	0.00	2.00
FBgn0051352	FBtr0082092,FBtr0300564,FBtr0300565,FBtr0339597,FBtr0344275,FBtr0344276,FBtr0344277,FBtr0346714	7741.00	7667.90	7732.05	7962.35	8309.51	8531.78
FBgn0051354	FBtr0082636	7402.67	2803.33	1677.10	5422.27	1844.98	163.97
FBgn0051356	FBtr0082558	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051357	FBtr0084735	2200.84	1957.28	2270.45	2217.82	2561.49	2714.38
FBgn0051358	FBtr0082554,FBtr0339640	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051360	FBtr0083480	627.00	635.00	667.00	660.00	699.00	649.00
FBgn0051361	FBtr0082542,FBtr0082543,FBtr0300126,FBtr0339641,FBtr0339642	24.00	34.00	30.00	32.00	22.00	20.00
FBgn0051363	FBtr0082452,FBtr0082453,FBtr0082454,FBtr0082455,FBtr0082456,FBtr0082457,FBtr0335232	10677.00	12537.00	11911.00	13139.00	11602.00	11700.00
FBgn0051365	FBtr0084406	3357.00	3124.00	3552.00	3318.00	3505.00	3602.00
FBgn0051368	FBtr0301041,FBtr0301042	5713.00	4542.00	5924.00	4837.00	5746.00	5848.00
FBgn0051370	FBtr0290055	114.00	115.00	83.00	110.00	100.00	96.00
FBgn0051371	FBtr0302522,FBtr0307535	4.00	2.00	1.00	4.00	11.00	3.00
FBgn0051373	FBtr0082318	129.00	109.00	74.00	91.00	78.00	89.00
FBgn0051374	FBtr0082399,FBtr0082400,FBtr0082401,FBtr0300812,FBtr0306100,FBtr0306101,FBtr0308210,FBtr0339377	196.00	82.00	76.00	182.00	76.00	87.00
FBgn0051380	FBtr0084918	0.00	0.00	0.00	0.00	0.00	1.00
FBgn0051382	FBtr0084714	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051383	FBtr0085637	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051386	FBtr0308921	2.00	0.00	0.00	0.00	0.00	0.00
FBgn0051388	FBtr0082356,FBtr0304709	460.00	551.00	512.00	555.00	549.00	601.00
FBgn0051390	FBtr0082311	2721.00	3213.00	3211.00	3178.00	2927.00	2932.00
FBgn0051391	FBtr0082321	32.00	24.00	39.00	31.00	46.00	46.00
FBgn0051404	FBtr0083774	2.00	10.00	11.00	4.00	11.00	7.00
FBgn0051406	FBtr0082235,FBtr0082236	0.00	1.00	0.00	0.00	0.00	4.00
FBgn0051407	FBtr0082214,FBtr0344336	1.00	0.00	1.00	0.00	1.00	1.00
FBgn0051410	FBtr0273369	4.00	1.00	2.00	0.00	42.00	1.00
FBgn0051413	FBtr0084442	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051414	FBtr0113405,FBtr0334767	88.00	105.00	67.00	100.00	83.00	73.00
FBgn0051415	FBtr0082127	6.00	8.00	11.00	4.00	10.00	8.00
FBgn0051416	FBtr0084721	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051418	FBtr0083432	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051419	FBtr0309516	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051423	FBtr0336965	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051424	FBtr0336966	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051427	FBtr0445668	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051431	FBtr0084137,FBtr0308826,FBtr0308827	9.00	1.00	0.00	4.00	1.00	1.00
FBgn0051432	FBtr0082616	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051436	FBtr0084830	231.00	244.00	242.00	278.00	317.00	253.00
FBgn0051437	FBtr0084834	0.00	0.00	0.00	0.00	2.00	0.00
FBgn0051438	FBtr0084090	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051439	FBtr0084845	7.00	9.00	7.00	1.00	3.00	2.00
FBgn0051441	FBtr0082355,FBtr0339400	323.00	304.00	367.00	375.00	377.00	351.00
FBgn0051445	FBtr0085401,FBtr0332431	0.00	1.00	0.00	0.00	0.00	0.00
FBgn0051446	FBtr0083163,FBtr0334026	0.00	0.00	0.00	0.00	1.00	0.00
FBgn0051450	FBtr0081897	1223.00	1429.00	1282.00	1389.00	1307.00	1234.00
FBgn0051451	FBtr0308922,FBtr0308923	64.00	84.00	68.00	85.00	49.00	79.00
FBgn0051453	FBtr0081898,FBtr0339330	6495.00	6232.00	6653.00	6616.00	6521.00	6300.00
FBgn0051454	FBtr0081870	8.00	22.00	9.00	11.00	13.00	13.00
FBgn0051457	FBtr0084405	623.00	682.00	752.00	738.00	796.00	862.00
FBgn0051459	FBtr0083812	0.00	0.00	0.00	0.00	0.00	1.00
FBgn0051460	FBtr0081873,FBtr0339327	1290.00	1538.00	1546.00	1542.00	1859.00	1704.00
FBgn0051463	FBtr0081831	1.00	0.00	2.00	0.00	0.00	0.00
FBgn0051464	FBtr0306804	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051465	FBtr0473599,FBtr0473600,FBtr0473601	6.00	2.00	2.00	3.00	2.00	2.00
FBgn0051467	FBtr0082320	221.00	229.00	295.00	236.00	319.00	299.00
FBgn0051469	FBtr0082844	25.00	16.00	30.00	14.00	39.00	35.00
FBgn0051471	FBtr0083794	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051472	FBtr0081747,FBtr0081748	2678.00	2838.00	2821.29	3012.00	3084.00	2815.00
FBgn0051473	FBtr0081749	106.00	108.00	137.71	124.00	148.00	166.00
FBgn0051475	FBtr0083735,FBtr0332539	1006.00	1356.00	1866.00	1432.00	1747.00	2030.00
FBgn0051477	FBtr0082180,FBtr0113408,FBtr0333823	150.00	167.00	136.00	160.00	180.00	111.00
FBgn0051480	FBtr0083975	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051481	FBtr0089276,FBtr0089277,FBtr0089278,FBtr0089279	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051482	FBtr0081679	0.00	0.00	0.00	0.00	0.00	2.00
FBgn0051485	FBtr0081662	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051491	FBtr0081610	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051493	FBtr0081566,FBtr0303649	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051494	FBtr0081565	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051495	FBtr0082882,FBtr0344765	416.00	325.00	428.00	399.00	451.00	420.00
FBgn0051496	FBtr0479744	6.00	6.00	1.00	2.00	2.00	25.00
FBgn0051497	FBtr0083317	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0051501	FBtr0081583	0.00	0.00	0.00	0.00	0.00	0.00
